"Index","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA"
938,941,"18-24","Male","Some college or university, no certificate or degree","Other","White",0.41667,-0.43999,1.06238,-1.47955,-0.14277,-0.21712,0.7654,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Year","Used in Last Month","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Used in Last Month","Never Used","Used in Last Year","Used in Last Year","Never Used","Never Used"
939,942,"25-34","Female","Left school at 18 years","Other","White",0.91093,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148,"Used in Last Week","Used in Last Year","Used in Last Month","Never Used","Used in Last Week","Used in Last Week","Used in Last Week","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Year","Used in Last Month","Used in Last Decade","Used in Last Year","Used in Last Day","Never Used","Used over a Decade Ago"
940,943,"25-34","Male","Professional certificate/diploma","USA",NA,-0.46725,2.32338,2.44904,1.2861,1.30612,-0.21712,0.40148,"Used in Last Month","Used in Last Decade","Never Used","Used in Last Year","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Month","Used in Last Decade","Used in Last Week","Never Used","Used in Last Week","Used in Last Month","Used in Last Day","Never Used","Used in Last Day","Used in Last Day","Never Used","Used in Last Decade"
941,944,"18-24","Female","Some college or university, no certificate or degree","USA",NA,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,"Used in Last Year","Used in Last Year","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Used in Last Decade","Used in Last Month","Never Used","Never Used","Used in Last Decade","Used in Last Year","Used in Last Decade","Never Used","Never Used","Never Used"
942,945,"25-34","Female","Masters degree","USA","White",1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,"Used in Last Year","Used in Last Decade","Never Used","Used in Last Day","Used in Last Day","Used in Last Year","Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Day","Never Used","Never Used"
943,946,"18-24","Female","Some college or university, no certificate or degree","USA","White",-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Used in Last Day","Never Used","Never Used"
944,947,"18-24","Male","Left school at 18 years","USA","White",-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,0.88113,-0.21575,"Used in Last Month","Used in Last Day","Never Used","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Year","Never Used","Used in Last Day","Never Used","Never Used","Used in Last Year","Used in Last Month","Used in Last Year","Used in Last Month","Used in Last Week","Never Used","Used in Last Decade"
945,948,"25-34","Male","Professional certificate/diploma","UK","White",2.127,-1.37639,0.14143,-0.30172,-1.64101,1.29221,-0.21575,"Used in Last Day","Used in Last Decade","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Year","Used in Last Week","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Year","Used in Last Year","Used in Last Decade","Used in Last Week","Used in Last Decade","Never Used","Never Used","Never Used"
946,949,"25-34","Female","Left school at 18 years","Canada","White",0.41667,0.00332,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,"Used in Last Decade","Used in Last Decade","Never Used","Used in Last Week","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Used over a Decade Ago"
947,950,"35-44","Male","Professional certificate/diploma","USA","White",1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,"Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Used in Last Year","Used in Last Day","Used over a Decade Ago","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Month","Used over a Decade Ago","Never Used","Used in Last Year","Used in Last Month","Never Used","Never Used"
948,951,"18-24","Female","University degree","USA","White",0.62967,0.00332,0.44585,-0.45321,-0.65253,-0.21712,0.40148,"Used in Last Day","Used in Last Decade","Never Used","Used in Last Year","Used in Last Day","Used in Last Month","Used in Last Day","Used in Last Decade","Never Used","Used in Last Year","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Day","Never Used","Used in Last Month","Used in Last Year","Never Used","Used in Last Year"
949,952,"18-24","Female","Some college or university, no certificate or degree","USA","White",-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,"Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Month","Used in Last Day","Used in Last Week","Used in Last Year","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Year","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Never Used","Never Used"
950,953,"18-24","Male","Some college or university, no certificate or degree","USA","White",0.41667,0.16767,0.29338,-0.30172,-0.27607,1.86203,0.7654,"Used in Last Week","Used in Last Week","Never Used","Used in Last Year","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Year","Never Used","Used in Last Week","Never Used","Used in Last Year","Used in Last Year","Used in Last Week","Used in Last Year","Used in Last Year","Used in Last Day","Never Used","Never Used"
951,954,"25-34","Female","University degree","UK","White",1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Year","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Used in Last Month","Never Used","Used in Last Decade"
952,955,"18-24","Male","Some college or university, no certificate or degree","Other","White",1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,"Never Used","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Year","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
953,956,"18-24","Male","Professional certificate/diploma","USA","White",1.8399,-0.57545,-0.01928,-1.47955,-2.90161,1.86203,1.2247,"Used in Last Month","Used in Last Week","Used in Last Decade","Used in Last Month","Used in Last Week","Used in Last Day","Used in Last Week","Used in Last Month","Used in Last Decade","Used in Last Year","Used in Last Month","Never Used","Used in Last Year","Never Used","Used in Last Month","Used in Last Decade","Used in Last Day","Never Used","Used in Last Decade"
954,957,"45-54","Male","University degree","USA","White",-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,"Used in Last Week","Used in Last Day","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Year","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used"
955,958,"35-44","Male","Professional certificate/diploma","UK","White",-1.43907,-0.30033,0.14143,1.2861,1.30612,-0.71126,-1.18084,"Used in Last Day","Never Used","Used in Last Week","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Year","Never Used","Used in Last Day","Never Used","Used in Last Day","Used in Last Year","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Week","Never Used","Never Used"
956,959,"18-24","Male","Some college or university, no certificate or degree","Other","White",-0.24649,1.58487,-0.01928,-1.21213,2.04506,-0.21712,0.7654,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Day","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
957,960,"18-24","Female","University degree","Other","White",0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,"Used in Last Week","Never Used","Never Used","Used over a Decade Ago","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Decade","Never Used","Never Used"
958,961,"45-54","Female","Some college or university, no certificate or degree","USA","White",-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,"Used in Last Week","Used in Last Day","Never Used","Used over a Decade Ago","Used in Last Day","Used in Last Week","Used in Last Month","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Used over a Decade Ago","Never Used","Never Used","Used over a Decade Ago","Used in Last Decade","Used in Last Year","Used over a Decade Ago","Never Used","Never Used"
959,962,"18-24","Male","Professional certificate/diploma","Australia","White",0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,"Used in Last Week","Used in Last Year","Used in Last Week","Never Used","Used in Last Week","Used in Last Month","Used in Last Day","Used in Last Year","Never Used","Used in Last Week","Never Used","Used in Last Month","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Week","Never Used","Never Used"
960,963,"25-34","Male","Some college or university, no certificate or degree","USA","White",-0.34799,0.32197,1.88511,0.76096,-1.13788,0.88113,0.40148,"Used in Last Week","Used in Last Year","Never Used","Used in Last Week","Used in Last Day","Used in Last Decade","Used in Last Week","Used in Last Year","Used in Last Year","Never Used","Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Year","Used in Last Decade","Used in Last Day","Never Used","Never Used"
961,964,"35-44","Male","Some college or university, no certificate or degree","UK","White",0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,"Used in Last Week","Used in Last Year","Used in Last Decade","Used in Last Week","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Year","Used in Last Week","Used in Last Month","Used in Last Day","Never Used","Never Used","Used in Last Decade","Used in Last Week","Used in Last Year","Used in Last Day","Never Used","Used over a Decade Ago"
962,965,"18-24","Male","Some college or university, no certificate or degree","USA","White",-0.92104,1.2861,-0.45174,0.76096,0.25953,-0.21712,0.40148,"Used in Last Week","Used in Last Year","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Year","Used in Last Week","Never Used","Used in Last Month","Used in Last Year","Never Used","Never Used"
963,966,"25-34","Female","Masters degree","USA","White",-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148,"Used in Last Week","Used over a Decade Ago","Never Used","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Year","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Week","Used in Last Decade","Used in Last Week","Never Used","Never Used"
964,967,"18-24","Male","Masters degree","UK","White",-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,"Used in Last Week","Used in Last Decade","Used in Last Year","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Month","Never Used","Used in Last Week","Never Used","Used in Last Year","Used in Last Year","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Never Used","Used in Last Year"
965,968,"18-24","Female","Some college or university, no certificate or degree","USA","White",-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,"Used in Last Month","Used in Last Year","Used over a Decade Ago","Never Used","Used in Last Day","Used in Last Month","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used over a Decade Ago","Used in Last Year","Used in Last Month","Never Used","Used over a Decade Ago"
